StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q4_1,Q4_2,Q4_3,Q7_1,Q5
2019-07-13 21:13:42,2019-07-13 21:36:15,IP Address,20,1353,False,2019-07-14 01:36:47,R_24OBHPHZLtf33BE,anonymous,EN-GB,471,,,,,,,
2019-07-13 21:47:00,2019-07-13 21:47:04,IP Address,20,4,False,2019-07-14 01:47:44,R_ZxzOZBmIsdzJAM9,anonymous,EN-GB,343,,,,,,,
2019-07-13 22:27:32,2019-07-13 22:32:43,Spam,20,311,False,2019-07-14 02:32:57,R_2VIbgxmvpitr3bh,anonymous,EN-GB,149,,,,,,,
2019-07-14 07:43:40,2019-07-14 07:44:37,IP Address,100,57,True,2019-07-14 07:44:37,R_6hRaInsXtondOwh,anonymous,EN-GB,182,79,81,63,53,84,83,"I often think about quitting smoking, but I have no plans to quit."
2019-07-14 11:34:10,2019-07-14 11:37:00,IP Address,100,169,True,2019-07-14 11:37:00,R_1iqCYgMT1CF5aVY,anonymous,EN-GB,489,85,60,0,0,40,26,"I never think about quitting smoking, and I have no plans to quit."
2019-07-14 11:57:40,2019-07-14 11:58:27,IP Address,100,46,True,2019-07-14 11:58:27,R_1rJLjqlWldli55p,anonymous,EN-GB,687,100,100,52,42,100,67,"I often think about quitting smoking, but I have no plans to quit."
2019-07-14 12:49:47,2019-07-14 12:51:39,IP Address,100,112,True,2019-07-14 12:51:40,R_2Qh1D7HHr2wN1Qz,anonymous,EN-GB,281,61,30,25,10,44,19,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-14 21:03:42,2019-07-14 21:05:41,IP Address,100,119,True,2019-07-14 21:05:42,R_1LjRbc8NJYt83GC,anonymous,EN-GB,429,71,21,10,3,2,7,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-14 21:29:17,2019-07-14 21:29:54,IP Address,100,36,True,2019-07-14 21:29:54,R_Rt3CxKmweXMUHq9,anonymous,EN-GB,467,100,100,55,48,48,54,"I often think about quitting smoking, but I have no plans to quit."
2019-07-14 23:13:01,2019-07-14 23:13:48,IP Address,100,46,True,2019-07-14 23:13:48,R_10OPEfwNJbQDant,anonymous,EN-GB,767,97,81,96,66,61,65,"I often think about quitting smoking, but I have no plans to quit."
2019-07-15 21:01:46,2019-07-15 21:03:03,IP Address,100,77,True,2019-07-15 21:03:03,R_2tlHdib3uvpfAg2,anonymous,EN-GB,173,83,55,22,2,84,77,I definitely plan to quit smoking in the next 6 months.
2019-07-15 21:10:08,2019-07-15 21:11:02,IP Address,100,53,True,2019-07-15 21:11:03,R_3Ear3LVAVtba23P,anonymous,EN-GB,321,80,52,36,4,72,36,"I often think about quitting smoking, but I have no plans to quit."
2019-07-15 22:37:20,2019-07-15 22:39:09,IP Address,100,108,True,2019-07-15 22:39:09,R_2UfrJqG8wkfXqVu,anonymous,EN-GB,706,81,81,11,3,20,4,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-15 22:37:04,2019-07-15 22:40:02,IP Address,100,178,True,2019-07-15 22:40:02,R_01cPQbob2TEwqCB,anonymous,EN-GB,566,14,10,57,22,38,24,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-07-15 22:42:38,2019-07-15 22:44:55,IP Address,100,136,True,2019-07-15 22:44:55,R_OPzGFsqi56TWEnf,anonymous,EN-GB,690,70,80,50,100,20,20,"I often think about quitting smoking, but I have no plans to quit."
2019-07-16 00:19:29,2019-07-16 00:22:02,IP Address,100,153,True,2019-07-16 00:22:03,R_DH4dPhog9aSyKm5,anonymous,EN-GB,286,90,52,15,38,46,20,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-16 00:47:35,2019-07-16 00:48:54,IP Address,100,78,True,2019-07-16 00:48:54,R_1rlIoQePlrFmqux,anonymous,EN-GB,702,100,40,80,30,100,73,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-16 00:46:58,2019-07-16 00:47:03,IP Address,20,4,False,2019-07-16 04:47:42,R_1rf8ElJvufa7U0x,anonymous,EN-GB,263,,,,,,,
2019-07-16 11:30:45,2019-07-16 11:30:50,IP Address,20,5,False,2019-07-16 15:30:59,R_3HU4oUCK83f7QXE,anonymous,EN-GB,702,,,,,,,
2019-07-16 21:01:21,2019-07-16 21:02:00,IP Address,100,38,True,2019-07-16 21:02:00,R_b8zOLJ5Q4T7zBOV,anonymous,EN-GB,769,84,78,21,13,52,30,"I often think about quitting smoking, but I have no plans to quit."
2019-07-16 21:01:25,2019-07-16 21:02:30,IP Address,100,65,True,2019-07-16 21:02:30,R_1P7sQnFdW1XesiG,anonymous,EN-GB,194,100,100,100,100,77,100,"I often think about quitting smoking, but I have no plans to quit."
2019-07-16 21:02:13,2019-07-16 21:02:56,IP Address,100,42,True,2019-07-16 21:02:56,R_xmVIfHmZYqM2Ezn,anonymous,EN-GB,471,100,100,3,4,3,3,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-16 21:02:26,2019-07-16 21:02:58,IP Address,100,31,True,2019-07-16 21:02:59,R_3NQwxLcloqh7Zh4,anonymous,EN-GB,448,94,72,42,51,100,63,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-16 21:06:32,2019-07-16 21:07:03,IP Address,100,31,True,2019-07-16 21:07:03,R_3EgwHikeOZLYYTC,anonymous,EN-GB,642,19,49,33,30,50,26,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-07-16 21:27:35,2019-07-16 21:28:19,IP Address,100,44,True,2019-07-16 21:28:19,R_2zISyIuxarmBR3I,anonymous,EN-GB,204,30,66,100,100,100,100,"I never think about quitting smoking, and I have no plans to quit."
2019-07-16 21:28:55,2019-07-16 21:29:49,IP Address,100,53,True,2019-07-16 21:29:49,R_3IYqE2TjWi5DAbB,anonymous,EN-GB,693,100,100,42,59,81,71,I definitely plan to quit smoking in the next 6 months.
2019-07-16 21:31:42,2019-07-16 21:35:25,IP Address,100,222,True,2019-07-16 21:35:25,R_1IQoM4ZUl2aHKwR,anonymous,EN-GB,355,56,55,13,21,39,25,"I often think about quitting smoking, but I have no plans to quit."
2019-07-16 21:34:53,2019-07-16 21:35:58,IP Address,100,65,True,2019-07-16 21:35:58,R_33pShZJ0UqIxXAY,anonymous,EN-GB,260,100,100,100,68,100,67,"I have quit smoking, but I still worry about slipping back, so I need to keep working on living smoke free."
2019-07-16 22:28:37,2019-07-16 22:29:30,IP Address,100,53,True,2019-07-16 22:29:30,R_3CKlffTw5GfQvHX,anonymous,EN-GB,265,50,50,34,14,32,25,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-16 22:28:16,2019-07-16 22:29:33,IP Address,100,77,True,2019-07-16 22:29:33,R_2wALWS0BOq8Anm4,anonymous,EN-GB,489,100,100,2,15,23,2,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-16 23:03:25,2019-07-16 23:04:05,IP Address,100,39,True,2019-07-16 23:04:05,R_1dukJHpvDqqH6RG,anonymous,EN-GB,515,62,54,60,37,66,56,"I often think about quitting smoking, but I have no plans to quit."
2019-07-16 23:47:34,2019-07-16 23:49:46,IP Address,100,132,True,2019-07-16 23:49:47,R_1eOWs7PHsQPtFsU,anonymous,EN-GB,419,50,68,67,70,80,70,"I often think about quitting smoking, but I have no plans to quit."
2019-07-17 00:23:08,2019-07-17 00:24:28,IP Address,100,80,True,2019-07-17 00:24:28,R_1lnjL8d0xskHh7c,anonymous,EN-GB,687,82,100,55,32,52,65,"I often think about quitting smoking, but I have no plans to quit."
2019-07-17 09:06:04,2019-07-17 09:06:52,IP Address,100,48,True,2019-07-17 09:06:52,R_sZIIyP7935orjfH,anonymous,EN-GB,595,90,60,80,20,50,40,"I often think about quitting smoking, but I have no plans to quit."
2019-07-17 21:02:23,2019-07-17 21:03:29,IP Address,100,65,True,2019-07-17 21:03:29,R_2uK7SsILQQUwp0S,anonymous,EN-GB,467,87,82,52,53,56,53,"I often think about quitting smoking, but I have no plans to quit."
2019-07-17 21:14:18,2019-07-17 21:16:41,IP Address,100,142,True,2019-07-17 21:16:41,R_wN5BFPsxr3KXSM1,anonymous,EN-GB,429,64,17,4,3,3,3,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-17 23:58:33,2019-07-17 23:59:13,IP Address,100,40,True,2019-07-17 23:59:13,R_ezj4r8Gm3Pgxvr3,anonymous,EN-GB,767,90,84,92,78,75,72,I definitely plan to quit smoking in the next 30 days.
2019-07-18 21:02:00,2019-07-18 21:02:42,IP Address,100,42,True,2019-07-18 21:02:42,R_1GBbFdTDVWx9Gi8,anonymous,EN-GB,498,86,69,7,10,23,36,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-18 21:05:21,2019-07-18 21:06:10,IP Address,100,48,True,2019-07-18 21:06:10,R_0rg0uejYfOnbpi9,anonymous,EN-GB,173,20,10,80,20,83,51,"I often think about quitting smoking, but I have no plans to quit."
2019-07-18 21:19:12,2019-07-18 21:21:17,IP Address,100,125,True,2019-07-18 21:21:18,R_1ptJQ6EjvxSCIXP,anonymous,EN-GB,690,50,50,20,50,50,50,"I often think about quitting smoking, but I have no plans to quit."
2019-07-18 23:38:57,2019-07-18 23:39:14,IP Address,100,16,True,2019-07-18 23:39:14,R_svtT5mkEPPCPSmd,anonymous,EN-GB,313,52,52,47,53,50,43,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-19 01:16:38,2019-07-19 01:17:22,IP Address,100,43,True,2019-07-19 01:17:22,R_zcj3vqusjfIQCnT,anonymous,EN-GB,706,90,72,13,2,24,9,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 09:55:26,2019-07-19 09:56:04,IP Address,100,38,True,2019-07-19 09:56:04,R_2PhvgdTAkVrdhBY,anonymous,EN-GB,193,57,41,5,1,17,29,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 21:01:17,2019-07-19 21:01:48,IP Address,100,30,True,2019-07-19 21:01:50,R_3rJwRoDDb2iWWRZ,anonymous,EN-GB,769,84,85,17,14,21,22,"I often think about quitting smoking, but I have no plans to quit."
2019-07-19 21:02:42,2019-07-19 21:03:41,IP Address,100,58,True,2019-07-19 21:03:41,R_DraimPwFicxwpLb,anonymous,EN-GB,605,18,46,38,5,8,7,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 21:05:29,2019-07-19 21:05:41,IP Address,100,12,True,2019-07-19 21:05:41,R_1hXZuIN6DuknPhr,anonymous,EN-GB,448,15,65,53,69,46,67,"I often think about quitting smoking, but I have no plans to quit."
2019-07-19 21:08:25,2019-07-19 21:09:21,IP Address,100,56,True,2019-07-19 21:09:21,R_1ind5sFsvVIdkJC,anonymous,EN-GB,489,100,100,15,15,30,20,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-19 21:16:05,2019-07-19 21:16:25,IP Address,100,20,True,2019-07-19 21:16:25,R_2Brgttclx3vCnxj,anonymous,EN-GB,515,25,26,24,21,28,31,"I often think about quitting smoking, but I have no plans to quit."
2019-07-19 21:15:49,2019-07-19 21:18:23,IP Address,100,153,True,2019-07-19 21:18:23,R_26nmenjTZy0uG4I,anonymous,EN-GB,269,100,100,29,23,68,41,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 21:23:42,2019-07-19 21:24:15,IP Address,100,32,True,2019-07-19 21:24:15,R_3ez3hp8eLim07iR,anonymous,EN-GB,355,31,57,26,16,25,23,"I often think about quitting smoking, but I have no plans to quit."
2019-07-19 21:28:23,2019-07-19 21:29:11,IP Address,100,47,True,2019-07-19 21:29:11,R_1rqXeOmulDu9Z5p,anonymous,EN-GB,642,50,55,24,22,50,25,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-19 21:30:34,2019-07-19 21:31:11,IP Address,100,36,True,2019-07-19 21:31:11,R_2OUpib0zjJ2FXWd,anonymous,EN-GB,265,77,80,54,19,50,52,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 21:35:31,2019-07-19 21:36:20,IP Address,100,48,True,2019-07-19 21:36:20,R_BXsygMtea5C7adb,anonymous,EN-GB,595,80,80,89,10,30,40,"I often think about quitting smoking, but I have no plans to quit."
2019-07-19 21:45:10,2019-07-19 21:46:47,IP Address,100,97,True,2019-07-19 21:46:47,R_3GxPJB4RlAXHJdQ,anonymous,EN-GB,314,70,70,60,75,11,76,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 22:24:35,2019-07-19 22:25:36,IP Address,100,60,True,2019-07-19 22:25:36,R_3DokOpNvy30UrPG,anonymous,EN-GB,361,77,80,9,2,96,38,I definitely plan to quit smoking in the next 6 months.
2019-07-19 22:33:17,2019-07-19 22:34:19,IP Address,100,62,True,2019-07-19 22:34:20,R_9tyi6975QW6iUmt,anonymous,EN-GB,157,78,61,57,3,8,40,I definitely plan to quit smoking in the next 6 months.
2019-07-19 23:22:30,2019-07-19 23:22:50,IP Address,100,20,True,2019-07-19 23:22:50,R_VJ4I0bH9spVyt0d,anonymous,EN-GB,471,3,3,3,2,2,3,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-19 23:35:44,2019-07-19 23:37:02,IP Address,100,78,True,2019-07-19 23:37:02,R_3nld460egArljD5,anonymous,EN-GB,555,100,100,15,8,34,16,"I often think about quitting smoking, but I have no plans to quit."
2019-07-19 23:40:56,2019-07-19 23:41:42,IP Address,100,46,True,2019-07-19 23:41:43,R_3dKCNPitN6nV6Et,anonymous,EN-GB,693,100,100,100,89,100,100,I definitely plan to quit smoking in the next 6 months.
2019-07-19 23:45:46,2019-07-19 23:46:25,IP Address,100,38,True,2019-07-19 23:46:25,R_2s5fkERdVNiKYy1,anonymous,EN-GB,149,54,48,2,3,2,3,"I never think about quitting smoking, and I have no plans to quit."
2019-07-20 00:02:52,2019-07-20 00:04:30,IP Address,100,98,True,2019-07-20 00:04:31,R_2QzZb8WyAL8cvcQ,anonymous,EN-GB,770,90,100,5,2,45,11,"I often think about quitting smoking, but I have no plans to quit."
2019-07-20 00:39:03,2019-07-20 00:40:09,IP Address,100,66,True,2019-07-20 00:40:09,R_1FFGU9H4HHUk8FL,anonymous,EN-GB,101,100,63,51,0,62,61,I definitely plan to quit smoking in the next 6 months.
2019-07-20 00:50:02,2019-07-20 00:50:34,IP Address,100,32,True,2019-07-20 00:50:34,R_3syIoUyeWZBzsrV,anonymous,EN-GB,194,100,100,100,100,100,80,"I often think about quitting smoking, but I have no plans to quit."
2019-07-20 22:21:32,2019-07-20 22:24:23,IP Address,100,171,True,2019-07-20 22:24:23,R_2rvhZjR3ek4lg3N,anonymous,EN-GB,379,74,41,13,18,46,26,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-20 23:47:27,2019-07-20 23:48:13,IP Address,100,45,True,2019-07-20 23:48:14,R_8pOPlfIS0Tzh9ip,anonymous,EN-GB,767,91,90,90,61,77,75,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-21 00:27:35,2019-07-21 00:28:52,IP Address,100,76,True,2019-07-21 00:28:52,R_9KAPUu6KRkcl1zb,anonymous,EN-GB,429,44,44,9,7,8,5,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-21 09:51:24,2019-07-21 09:51:50,IP Address,100,26,True,2019-07-21 09:51:51,R_10AUGvOQZ5rPu6r,anonymous,EN-GB,467,100,100,52,52,51,44,I definitely plan to quit smoking in the next 6 months.
2019-07-21 21:02:03,2019-07-21 21:02:45,IP Address,100,41,True,2019-07-21 21:02:45,R_28BQmjK9pZxjqjS,anonymous,EN-GB,313,68,63,27,10,14,5,"I often think about quitting smoking, but I have no plans to quit."
2019-07-21 21:02:33,2019-07-21 21:03:02,IP Address,100,28,True,2019-07-21 21:03:02,R_sRp1eUMcygpbEBj,anonymous,EN-GB,193,67,60,45,15,28,33,"I often think about quitting smoking, but I have no plans to quit."
2019-07-21 21:52:30,2019-07-21 21:53:16,IP Address,100,45,True,2019-07-21 21:53:16,R_3MSU4sJSXo49heJ,anonymous,EN-GB,706,92,80,6,5,6,5,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-21 22:16:26,2019-07-21 22:18:17,IP Address,100,110,True,2019-07-21 22:18:17,R_2QRInjOpqXYYirH,anonymous,EN-GB,690,80,80,50,80,40,20,"I often think about quitting smoking, but I have no plans to quit."
2019-07-21 23:14:26,2019-07-21 23:16:09,IP Address,100,102,True,2019-07-21 23:16:09,R_2dAwfpw0k26NUCr,anonymous,EN-GB,276,33,82,53,21,54,62,I definitely plan to quit smoking in the next 6 months.
2019-07-21 23:25:02,2019-07-21 23:25:35,IP Address,100,33,True,2019-07-21 23:25:36,R_3D0K5w8Os9ZR6HZ,anonymous,EN-GB,173,100,83,91,29,73,43,"I often think about quitting smoking, but I have no plans to quit."
2019-07-21 23:26:31,2019-07-21 23:27:25,IP Address,100,54,True,2019-07-21 23:27:26,R_3JF7kx8hkUPHGyw,anonymous,EN-GB,702,100,100,71,43,100,76,I definitely plan to quit smoking in the next 6 months.
2019-07-22 21:02:17,2019-07-22 21:03:01,IP Address,100,43,True,2019-07-22 21:03:01,R_12fq7BxWwzZHIX0,anonymous,EN-GB,489,100,100,10,23,6,13,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-22 21:03:37,2019-07-22 21:04:06,IP Address,100,28,True,2019-07-22 21:04:06,R_sTlgVLsDWBl61od,anonymous,EN-GB,471,5,2,4,3,3,2,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 21:03:58,2019-07-22 21:05:09,IP Address,100,70,True,2019-07-22 21:05:09,R_xuzNjf39Dlkbn69,anonymous,EN-GB,314,80,50,75,60,10,75,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 21:02:23,2019-07-22 21:06:08,IP Address,100,224,True,2019-07-22 21:06:08,R_2zCNbPPAsC7tLwV,anonymous,EN-GB,421,80,50,10,1,2,3,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-22 21:07:25,2019-07-22 21:08:34,IP Address,100,69,True,2019-07-22 21:08:34,R_3kFm83FLkHg0dTh,anonymous,EN-GB,605,63,23,31,50,51,25,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 21:08:02,2019-07-22 21:09:54,IP Address,100,112,True,2019-07-22 21:09:55,R_SJIPBhxO9WnWx9f,anonymous,EN-GB,269,100,100,49,47,100,49,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 21:09:11,2019-07-22 21:10:00,IP Address,100,49,True,2019-07-22 21:10:01,R_1DGsnoMjhaLWVmF,anonymous,EN-GB,204,40,42,100,100,100,100,"I never think about quitting smoking, and I have no plans to quit."
2019-07-22 21:18:17,2019-07-22 21:19:05,IP Address,100,47,True,2019-07-22 21:19:05,R_1okbEvCglzt9dHA,anonymous,EN-GB,642,50,34,25,27,40,26,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-07-22 21:28:49,2019-07-22 21:29:33,IP Address,100,44,True,2019-07-22 21:29:33,R_1n7sH1YMK16MlVY,anonymous,EN-GB,523,80,43,100,100,100,94,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-22 21:52:23,2019-07-22 21:53:29,IP Address,100,65,True,2019-07-22 21:53:29,R_3qlIkbTcTQrFdSO,anonymous,EN-GB,312,100,100,15,20,60,40,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 21:59:25,2019-07-22 22:00:05,IP Address,100,40,True,2019-07-22 22:00:06,R_V37cjFaQwbmUW53,anonymous,EN-GB,157,88,97,64,19,29,71,I definitely plan to quit smoking in the next 6 months.
2019-07-22 22:13:42,2019-07-22 22:13:53,IP Address,100,11,True,2019-07-22 22:13:54,R_2RaEc4BkOQyDIeK,anonymous,EN-GB,448,28,56,88,50,37,55,"I often think about quitting smoking, but I have no plans to quit."
2019-07-22 22:30:55,2019-07-22 22:31:37,IP Address,100,42,True,2019-07-22 22:31:37,R_2t4khoSczf6dHL2,anonymous,EN-GB,233,100,100,0,0,0,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 22:32:30,2019-07-22 22:32:49,IP Address,100,19,True,2019-07-22 22:32:50,R_1rfzrtIMciaJct5,anonymous,EN-GB,182,70,64,47,67,60,86,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-22 22:34:05,2019-07-22 22:34:49,IP Address,100,44,True,2019-07-22 22:34:50,R_3nARjcVmZaj9ACj,anonymous,EN-GB,595,78,81,81,21,30,50,I definitely plan to quit smoking in the next 6 months.
2019-07-22 22:52:20,2019-07-22 22:53:27,IP Address,100,67,True,2019-07-22 22:53:27,R_3sjlM3DO84071e7,anonymous,EN-GB,209,70,80,55,45,75,60,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 23:00:13,2019-07-22 23:01:16,IP Address,100,63,True,2019-07-22 23:01:16,R_2dBnAtfoZ6hATmD,anonymous,EN-GB,421,50,50,9,9,9,17,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-22 23:00:52,2019-07-22 23:01:28,IP Address,100,36,True,2019-07-22 23:01:28,R_1esqeLPgFw31rpv,anonymous,EN-GB,194,100,100,100,46,100,80,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-22 23:40:37,2019-07-22 23:41:09,IP Address,100,31,True,2019-07-22 23:41:09,R_3NWJdyvzNJwBUId,anonymous,EN-GB,361,85,78,27,7,22,21,I definitely plan to quit smoking in the next 6 months.
2019-07-22 23:47:09,2019-07-22 23:47:57,IP Address,100,48,True,2019-07-22 23:47:57,R_3Mci92nSFYyw4Zh,anonymous,EN-GB,303,72,77,46,40,68,53,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-22 23:47:38,2019-07-22 23:48:51,IP Address,100,73,True,2019-07-22 23:48:51,R_9pjWJcsLZnztArv,anonymous,EN-GB,481,85,82,64,27,31,61,"I often think about quitting smoking, but I have no plans to quit."
2019-07-22 23:56:24,2019-07-22 23:57:21,IP Address,100,56,True,2019-07-22 23:57:21,R_3etsPHse6PAiXS8,anonymous,EN-GB,272,100,93,9,4,3,14,"I often think about quitting smoking, but I have no plans to quit."
2019-07-22 21:06:01,2019-07-22 21:06:04,Spam,20,3,False,2019-07-23 01:06:43,R_1CsH0CcG9kmLLnQ,anonymous,EN-GB,605,,,,,,,
2019-07-23 01:37:11,2019-07-23 01:38:12,IP Address,100,61,True,2019-07-23 01:38:12,R_8uGVC8KDoZfvD3P,anonymous,EN-GB,680,40,60,20,10,45,20,"I sometimes think about quitting smoking, but I have no plans to quit."
